id,type,category,title,description,locationName,municipality,road,timestamp,endTime,severity,source,lng,lat
traffic-GUID50452079,traffic,disruption,"Tie 14819, eli Hiivaniemen tie, Lappeenranta. Liikennetiedote. ",Tie on suljettu liikenteeltä,"Tie 14819, eli Hiivaniemen tie, Lappeenranta.
Tarkempi paikka: Paikasta Hiivaniemi 400 m, vaikutusalue 200 m, suuntaan kaatopaikan tienhaara. Telkjärven silta.",,,2025-09-15T02:00:00.000Z,2026-09-30T19:00:00.000Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50452738,roadwork,roadwork,"Tie 7495, Luoto. Tietyö. ","Tie 7495 välillä Holm - Larsmo, Luoto.
Tarkempi paikka: Paikasta Holm 300 m, vaikutusalue 2,2 km, suuntaan Fagernäs-Söderholmsvägen.","Tie 7495 välillä Holm - Larsmo, Luoto.
Tarkempi paikka: Paikasta Holm 300 m, vaikutusalue 2,2 km, suuntaan Fagernäs-Söderholmsvägen.",,,2025-09-14T21:00:00.000Z,2026-08-07T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
traffic-GUID50452128,roadwork,roadwork,"Tie 15820, eli Tahkovaarantie, Juuka. Tietyö. ","Tie 15820, eli Tahkovaarantie, Juuka.
Tarkempi paikka: Paikasta Alajärvi, vaikutusalue 100 m, suuntaan Juuanvaara.","Tie 15820, eli Tahkovaarantie, Juuka.
Tarkempi paikka: Paikasta Alajärvi, vaikutusalue 100 m, suuntaan Juuanvaara.",,,2025-08-31T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50452127,roadwork,roadwork,"Tie 15821, Juuka. Tietyö. ","Tie 15821 välillä Polvela - Matara, Juuka.
Tarkempi paikka: Paikasta Polvela, vaikutusalue 6,8 km, suuntaan Mataran tienhaara.","Tie 15821 välillä Polvela - Matara, Juuka.
Tarkempi paikka: Paikasta Polvela, vaikutusalue 6,8 km, suuntaan Mataran tienhaara.",,,2025-08-31T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50452126,roadwork,roadwork,"Tie 5044, Juuka. Tietyö. ","Tie 5044 välillä Martonvaara - Polvela, Juuka.
Tarkempi paikka: Paikasta Aittovaara 8,7 km, vaikutusalue 700 m, suuntaan Polvela.","Tie 5044 välillä Martonvaara - Polvela, Juuka.
Tarkempi paikka: Paikasta Aittovaara 8,7 km, vaikutusalue 700 m, suuntaan Polvela.",,,2025-08-31T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50452125,roadwork,roadwork,"Tie 506, Juuka. Tietyö. ","Tie 506 välillä Juuka - Luikonlahti, Juuka.
Tarkempi paikka: Paikasta Salonkyläntie 6,7 km, vaikutusalue 1,5 km, suuntaan Lössanvaarantie.","Tie 506 välillä Juuka - Luikonlahti, Juuka.
Tarkempi paikka: Paikasta Salonkyläntie 6,7 km, vaikutusalue 1,5 km, suuntaan Lössanvaarantie.",,,2025-08-31T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50452078,roadwork,roadwork,"Tie 14819, eli Hiivaniemen tie, Lappeenranta. Tietyö. ","Tie 14819, eli Hiivaniemen tie, Lappeenranta.
Tarkempi paikka: Paikasta Hiivaniemi 400 m, vaikutusalue 200 m, suuntaan kaatopaikan tienhaara.","Tie 14819, eli Hiivaniemen tie, Lappeenranta.
Tarkempi paikka: Paikasta Hiivaniemi 400 m, vaikutusalue 200 m, suuntaan kaatopaikan tienhaara.",,,2025-09-14T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50451609,roadwork,roadwork,"Tie 73, Joensuu. Tietyö. ","Tie 73 välillä Joensuu - Lieksa, Joensuu.
Tarkempi paikka: Paikasta Enon kirkonkylä 9,1 km, suuntaan Rahkee.","Tie 73 välillä Joensuu - Lieksa, Joensuu.
Tarkempi paikka: Paikasta Enon kirkonkylä 9,1 km, suuntaan Rahkee.",,,2025-08-19T21:00:00.000Z,2026-03-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50451433,traffic,disruption,"Tie 12981, Sastamala. Painorajoitus. ",Ajoneuvon suurin sallittu massa,"Tie 12981 välillä Heinoo - Karkku, Sastamala.
Tarkempi paikka: Välillä Riippiläntien tasoristeys - Karkku.",,,2025-08-18T07:24:23.872Z,,medium,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50451377,roadwork,roadwork,"Tie 103, eli Vuosaaren satamatie, Helsinki. Tietyö. ","Ajokaista suljettu liikenteeltä, Nopeusrajoitus, Ajokaista suljettu liikenteeltä, Nopeusrajoitus, Ajokaista suljettu liikenteeltä, Ajokaista suljettu liikenteeltä","Tie 103, eli Vuosaaren satamatie, Helsinki.
Tarkempi paikka: Välillä Itäväylän liittymä - Vuosaaren tunnelin eteläpää. Vuosaaren tunneli.",,,2026-01-05T22:00:00.000Z,2027-01-01T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Helsinki,25,65
traffic-GUID50451041,roadwork,roadwork,"Tie 4, eli Pohjantie, Oulu. Tietyö. ","Tie 4, eli Pohjantie, Oulu.
Tarkempi paikka: Pateniemen liittymä. Ramppi.","Tie 4, eli Pohjantie, Oulu.
Tarkempi paikka: Pateniemen liittymä. Ramppi.",,,2025-07-06T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25.441984,65.07898
traffic-GUID50450863,roadwork,roadwork,"Tie 4980, Ilomantsi, Joensuu. Tietyö. ","Tie 4980 välillä Rajavaara - Maukkula.
Tarkempi paikka: Paikasta Tukanvaaran tienhaara 1,4 km, vaikutusalue 3,7 km, suuntaan Kuivalanvaaran tienhaara.","Tie 4980 välillä Rajavaara - Maukkula.
Tarkempi paikka: Paikasta Tukanvaaran tienhaara 1,4 km, vaikutusalue 3,7 km, suuntaan Kuivalanvaaran tienhaara.",,,2025-08-07T21:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50450719,roadwork,roadwork,"Tie 16581, eli Juokslahti, Jämsä. Tietyö. ","Tie 16581, eli Juokslahti, Jämsä.
Tarkempi paikka: Paikasta Yijälä 200 m, vaikutusalue 3,9 km, suuntaan Mustaniemi.","Tie 16581, eli Juokslahti, Jämsä.
Tarkempi paikka: Paikasta Yijälä 200 m, vaikutusalue 3,9 km, suuntaan Mustaniemi.",,,2025-08-10T21:00:00.000Z,2026-04-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50450714,roadwork,roadwork,"Tie 9, Jämsä. Tietyö. ","Tie 9 välillä Tampere - Jyväskylä, Jämsä.
Tarkempi paikka: Paikasta Hiidenmäen liittymä 2,2 km, vaikutusalue 8,2 km, suuntaan Ruonanlahti.","Tie 9 välillä Tampere - Jyväskylä, Jämsä.
Tarkempi paikka: Paikasta Hiidenmäen liittymä 2,2 km, vaikutusalue 8,2 km, suuntaan Ruonanlahti.",,,2025-08-05T21:00:00.000Z,2026-04-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50450454,roadwork,roadwork,"Tie 12030, eli Simonbyntie, Parainen. Tietyö. ","Tie 12030, eli Simonbyntie, Parainen.
Tarkempi paikka: Paikasta Skärmolan rantatie 2,4 km, vaikutusalue 100 m, suuntaan Simonbyn tienhaara.","Tie 12030, eli Simonbyntie, Parainen.
Tarkempi paikka: Paikasta Skärmolan rantatie 2,4 km, vaikutusalue 100 m, suuntaan Simonbyn tienhaara.",,,2025-08-07T21:00:00.000Z,2026-08-01T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
traffic-GUID50450332,roadwork,roadwork,"Tie 15143, eli Yliveden tie, Juva, Mikkeli. Tietyö. ","Tie 15143, eli Yliveden tie.
Tarkempi paikka: Paikasta Ylivesi 1,6 km, vaikutusalue 8,3 km, suuntaan Siikakoski.","Tie 15143, eli Yliveden tie.
Tarkempi paikka: Paikasta Ylivesi 1,6 km, vaikutusalue 8,3 km, suuntaan Siikakoski.",,,2025-07-29T21:00:00.000Z,2026-05-29T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50450105,roadwork,roadwork,"Tie 15726, Kontiolahti. Tietyö. ","Tie 15726 välillä Pilkkasuo - Väärämäki, Kontiolahti.
Tarkempi paikka: Paikasta Mönnintie 100 m, vaikutusalue 4,0 km, suuntaan Sarvingintie.","Tie 15726 välillä Pilkkasuo - Väärämäki, Kontiolahti.
Tarkempi paikka: Paikasta Mönnintie 100 m, vaikutusalue 4,0 km, suuntaan Sarvingintie.",,,2025-07-24T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50449142,roadwork,roadwork,"Tie 2, Nakkila. Tietyö. ","Tie 2 välillä Huittinen - Pori, Nakkila.
Tarkempi paikka: Paikasta Soinila-Leistilä 900 m, vaikutusalue 500 m, suuntaan Nakkilan liittymä.","Tie 2 välillä Huittinen - Pori, Nakkila.
Tarkempi paikka: Paikasta Soinila-Leistilä 900 m, vaikutusalue 500 m, suuntaan Nakkilan liittymä.",,,2025-07-09T21:00:00.000Z,2026-06-14T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
traffic-GUID50449012,roadwork,roadwork,"Tie 313, Asikkala. Tietyö. ","Tie 313 välillä Vääksy - Vierumäki, Asikkala.
Tarkempi paikka: Paikasta Vesivehmaa 1,0 km, vaikutusalue 4,8 km, suuntaan Urajärvi.","Tie 313 välillä Vääksy - Vierumäki, Asikkala.
Tarkempi paikka: Paikasta Vesivehmaa 1,0 km, vaikutusalue 4,8 km, suuntaan Urajärvi.",,,2025-07-27T21:00:00.000Z,2026-11-30T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50448664,roadwork,roadwork,"Tie 19753, eli Seipäjärventie, Sodankylä. Tietyö. ","Tie 19753, eli Seipäjärventie, Sodankylä.
Tarkempi paikka: Paikasta kohtaamispaikka 1,7 km, vaikutusalue 7,9 km, suuntaan Lappaisselkä.","Tie 19753, eli Seipäjärventie, Sodankylä.
Tarkempi paikka: Paikasta kohtaamispaikka 1,7 km, vaikutusalue 7,9 km, suuntaan Lappaisselkä.",,,2025-06-29T21:00:00.000Z,2026-05-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50448257,roadwork,roadwork,"Tie 23, Leppävirta. Tietyö. ","Tie 23 välillä Varkaus - Joensuu, Leppävirta.
Tarkempi paikka: Paikasta Sarkamäki 4,9 km, vaikutusalue 1,3 km, suuntaan Niinimäki.","Tie 23 välillä Varkaus - Joensuu, Leppävirta.
Tarkempi paikka: Paikasta Sarkamäki 4,9 km, vaikutusalue 1,3 km, suuntaan Niinimäki.",,,2025-06-30T21:00:00.000Z,2026-06-01T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50447823,roadwork,roadwork,"Tie 12689, eli Kirkkosaarentie, Säkylä. Tietyö. ","Tie 12689, eli Kirkkosaarentie, Säkylä.
Tarkempi paikka: Paikasta Kirkkosaaren läntinen tienhaara 1,6 km, vaikutusalue 600 m, suuntaan Kirkkosaaren itäinen tienhaara.","Tie 12689, eli Kirkkosaarentie, Säkylä.
Tarkempi paikka: Paikasta Kirkkosaaren läntinen tienhaara 1,6 km, vaikutusalue 600 m, suuntaan Kirkkosaaren itäinen tienhaara.",,,2025-06-29T21:00:00.000Z,2026-10-15T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
traffic-GUID50447798,roadwork,roadwork,"Tie 110, eli Turuntie, Espoo. Tietyö. ","Tie 110, eli Turuntie, Espoo.
Tarkempi paikka: Välillä Lähderannantie - Rastaalantie.","Tie 110, eli Turuntie, Espoo.
Tarkempi paikka: Välillä Lähderannantie - Rastaalantie.",,,2025-06-01T21:00:00.000Z,2026-10-31T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Helsinki,25,65
traffic-GUID50447794,roadwork,roadwork,"Tie 40927, Espoo. Tietyö. ","Tie 40927 välillä Lähderannantie - Rastaalantie, Espoo.
Tarkempi paikka: Paikasta Lähderannantie, vaikutusalue 200 m, suuntaan Karaniityntie.","Tie 40927 välillä Lähderannantie - Rastaalantie, Espoo.
Tarkempi paikka: Paikasta Lähderannantie, vaikutusalue 200 m, suuntaan Karaniityntie.",,,2025-06-01T21:00:00.000Z,2026-10-31T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Helsinki,25,65
traffic-GUID50447183,roadwork,roadwork,"Tie 15201, eli Kosolantie, Savonlinna. Tietyö. ","Tie 15201, eli Kosolantie, Savonlinna.
Tarkempi paikka: Paikasta Kosola, vaikutusalue 4,3 km, suuntaan Mänty.","Tie 15201, eli Kosolantie, Savonlinna.
Tarkempi paikka: Paikasta Kosola, vaikutusalue 4,3 km, suuntaan Mänty.",,,2025-06-03T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50447171,roadwork,roadwork,"Tie 15199, eli Pellossalontie, Savonlinna. Tietyö. ","Tie 15199, eli Pellossalontie, Savonlinna.
Tarkempi paikka: Paikasta Moinsalmi 2,5 km, vaikutusalue 5,7 km, suuntaan tien loppu.","Tie 15199, eli Pellossalontie, Savonlinna.
Tarkempi paikka: Paikasta Moinsalmi 2,5 km, vaikutusalue 5,7 km, suuntaan tien loppu.",,,2025-06-03T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50445765,roadwork,roadwork,"Tie 4, Simo, Pihtipudas. Tietyö. ",Nopeusrajoitus,"Tie 4 välillä Jyväskylä - Kemi.
Tarkempi paikka: Paikasta Elämäjärvi 5,4 km, vaikutusalue 256,3 km, suuntaan Patokoski.",,,2025-05-08T21:00:00.000Z,2027-11-30T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50445414,roadwork,roadwork,"Tie 15627, Joensuu. Tietyö. ","Tie 15627 välillä Tuupovaara - Kinnasniemi, Joensuu.
Tarkempi paikka: Paikasta Tuupovaara 1,1 km, vaikutusalue 6,5 km, suuntaan Kinnasnemen tienhaara.","Tie 15627 välillä Tuupovaara - Kinnasniemi, Joensuu.
Tarkempi paikka: Paikasta Tuupovaara 1,1 km, vaikutusalue 6,5 km, suuntaan Kinnasnemen tienhaara.",,,2025-05-04T21:00:00.000Z,2026-05-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50445169,roadwork,roadwork,"Tie 3, Janakkala, Hämeenlinna. Tietyö. ","Tie 3 välillä Helsinki - Hämeenlinna.
Tarkempi paikka: Paikasta Hattelmalan liittymä 3,3 km, vaikutusalue 2,7 km, suuntaan Janakkalan liittymä.","Tie 3 välillä Helsinki - Hämeenlinna.
Tarkempi paikka: Paikasta Hattelmalan liittymä 3,3 km, vaikutusalue 2,7 km, suuntaan Janakkalan liittymä.",,,2025-05-04T21:00:00.000Z,2026-11-30T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50445157,roadwork,roadwork,"Tie 62, Mikkeli. Tietyö. ","Tie 62 välillä Mikkeli - Imatra, Mikkeli.
Tarkempi paikka: Paikasta Parkkila 1,4 km, vaikutusalue 5,4 km, suuntaan Anttolan kirkonkyläntien läntinen liittymä.","Tie 62 välillä Mikkeli - Imatra, Mikkeli.
Tarkempi paikka: Paikasta Parkkila 1,4 km, vaikutusalue 5,4 km, suuntaan Anttolan kirkonkyläntien läntinen liittymä.",,,2025-04-23T21:00:00.000Z,2026-04-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50445139,roadwork,roadwork,"Tie 29, eli Kemi -Tornio moottoritie, Tornio. Tietyö. ","Tie 29, eli Kemi -Tornio moottoritie, Tornio.
Tarkempi paikka: Paikasta Röyttän kiertoliittymä 1,2 km, vaikutusalue 1,2 km, suuntaan Länsirannan kiertoliittymä.","Tie 29, eli Kemi -Tornio moottoritie, Tornio.
Tarkempi paikka: Paikasta Röyttän kiertoliittymä 1,2 km, vaikutusalue 1,2 km, suuntaan Länsirannan kiertoliittymä.",,,2025-05-04T21:00:00.000Z,2026-10-30T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50445126,roadwork,roadwork,"Tie 15415, Savonlinna. Tietyö. ","Tie 15415 välillä Rönkönvaara - Latvalankylä, Savonlinna.
Tarkempi paikka: Paikasta Lapinlahti 2,6 km, vaikutusalue 5,5 km, suuntaan Rönkönvaara.","Tie 15415 välillä Rönkönvaara - Latvalankylä, Savonlinna.
Tarkempi paikka: Paikasta Lapinlahti 2,6 km, vaikutusalue 5,5 km, suuntaan Rönkönvaara.",,,2025-04-22T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444995,roadwork,roadwork,"Tie 15644, Savonlinna. Tietyö. ","Tie 15644 välillä Lammu - Rönkönvaara, Savonlinna.
Tarkempi paikka: Paikasta Petäisentie 5,4 km, vaikutusalue 3,9 km, suuntaan Rönkönvaara.","Tie 15644 välillä Lammu - Rönkönvaara, Savonlinna.
Tarkempi paikka: Paikasta Petäisentie 5,4 km, vaikutusalue 3,9 km, suuntaan Rönkönvaara.",,,2025-04-21T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444874,roadwork,roadwork,"Tie 5, Ristijärvi. Tietyö. ","Tie 5 välillä Kajaani - Kuusamo, Ristijärvi.
Tarkempi paikka: Paikasta Siltasuo 8,5 km, vaikutusalue 600 m, suuntaan Jokikylä.","Tie 5 välillä Kajaani - Kuusamo, Ristijärvi.
Tarkempi paikka: Paikasta Siltasuo 8,5 km, vaikutusalue 600 m, suuntaan Jokikylä.",,,2025-04-23T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444873,roadwork,roadwork,"Tie 8891, Ristijärvi. Tietyö. ","Tie 8891 välillä Jokikylä - Katajasuo, Ristijärvi.
Tarkempi paikka: Paikasta Jokikylä 900 m, vaikutusalue 1,3 km, suuntaan Katajasuo.","Tie 8891 välillä Jokikylä - Katajasuo, Ristijärvi.
Tarkempi paikka: Paikasta Jokikylä 900 m, vaikutusalue 1,3 km, suuntaan Katajasuo.",,,2025-04-23T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444872,roadwork,roadwork,"Tie 8890, Hyrynsalmi, Ristijärvi. Tietyö. ","Tie 8890 välillä Ristijärvi - Hyrynsalmi.
Tarkempi paikka: Paikasta Pussila 600 m, vaikutusalue 15,8 km, suuntaan Ohravaara.","Tie 8890 välillä Ristijärvi - Hyrynsalmi.
Tarkempi paikka: Paikasta Pussila 600 m, vaikutusalue 15,8 km, suuntaan Ohravaara.",,,2025-04-23T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444853,roadwork,roadwork,"Tie 16082, Kiuruvesi. Tietyö. ","Tie 16082 välillä Hulkinperä - tien loppu, Kiuruvesi.
Tarkempi paikka: Paikasta Ryönänjoen tasoristeys 1,0 km, vaikutusalue 4,3 km, suuntaan tien loppu.","Tie 16082 välillä Hulkinperä - tien loppu, Kiuruvesi.
Tarkempi paikka: Paikasta Ryönänjoen tasoristeys 1,0 km, vaikutusalue 4,3 km, suuntaan tien loppu.",,,2025-04-21T21:00:00.000Z,2026-05-29T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444488,roadwork,roadwork,"Tie 4731, Savonlinna. Tietyö. ","Tie 4731 välillä Anttola - Makkola, Savonlinna.
Tarkempi paikka: Paikasta Anttola 100 m, vaikutusalue 2,9 km, suuntaan Ruokojärvi.","Tie 4731 välillä Anttola - Makkola, Savonlinna.
Tarkempi paikka: Paikasta Anttola 100 m, vaikutusalue 2,9 km, suuntaan Ruokojärvi.",,,2025-04-14T21:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444310,roadwork,roadwork,"Tie 43576, eli Paasikivenkatu, Tampere. Tietyö. ","Tie 43576, eli Paasikivenkatu, Tampere.
Tarkempi paikka: Paikasta Sepänkatu, vaikutusalue 500 m, suuntaan Mustalahti.","Tie 43576, eli Paasikivenkatu, Tampere.
Tarkempi paikka: Paikasta Sepänkatu, vaikutusalue 500 m, suuntaan Mustalahti.",,,2025-04-03T21:00:00.000Z,2026-10-30T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50444184,roadwork,roadwork,"Tie 66, Alavus. Tietyö. ","Tie 66 välillä Virrat - Lapua, Alavus.
Tarkempi paikka: Välillä Sapsalampi - Jokivarrentie.","Tie 66 välillä Virrat - Lapua, Alavus.
Tarkempi paikka: Välillä Sapsalampi - Jokivarrentie.",,,2025-03-31T21:00:00.000Z,2026-12-31T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Turku,25,65
traffic-GUID50443886,roadwork,roadwork,"Tie 15182, Sulkava. Tietyö. ","Tie 15182 välillä Kiiskilä - Kyrsyä, Sulkava.
Tarkempi paikka: Paikasta Kurikkamäki 12,0 km, vaikutusalue 1,0 km, suuntaan Kyrsyä.","Tie 15182 välillä Kiiskilä - Kyrsyä, Sulkava.
Tarkempi paikka: Paikasta Kurikkamäki 12,0 km, vaikutusalue 1,0 km, suuntaan Kyrsyä.",,,2025-03-26T22:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50443866,roadwork,roadwork,"Tie 4, Joutsa. Tietyö. ","Nopeusrajoitus, Liikenne ohjataan vuorotellen tapahtumapaikan ohi","Tie 4 välillä Lahti - Jyväskylä, Joutsa.
Tarkempi paikka: Paikasta Leivonmäki 2,0 km, vaikutusalue 6,5 km, suuntaan Viisarimäki.",,,2025-03-24T22:00:00.000Z,2026-09-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50443856,roadwork,roadwork,"Tie 16638, eli Nisulantie, Toivakka. Tietyö. ","Tie 16638, eli Nisulantie, Toivakka.
Tarkempi paikka: Paikasta Varvintien risteys 4,9 km, vaikutusalue 2,0 km, suuntaan Nisula.","Tie 16638, eli Nisulantie, Toivakka.
Tarkempi paikka: Paikasta Varvintien risteys 4,9 km, vaikutusalue 2,0 km, suuntaan Nisula.",,,2025-03-25T22:00:00.000Z,2026-07-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50443848,roadwork,roadwork,"Tie 16634, Toivakka. Tietyö. ","Tie 16634 välillä Koriseva - Nisula, Toivakka.
Tarkempi paikka: Paikasta Koriseva 7,2 km, vaikutusalue 2,2 km, suuntaan Nisula.","Tie 16634 välillä Koriseva - Nisula, Toivakka.
Tarkempi paikka: Paikasta Koriseva 7,2 km, vaikutusalue 2,2 km, suuntaan Nisula.",,,2025-03-25T22:00:00.000Z,2026-07-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50443151,roadwork,roadwork,"Tie 15335, Rantasalmi, Juva. Tietyö. ","Tie 15335 välillä Pakinmaa - Pahakkala.
Tarkempi paikka: Välillä Hampunjoki, Juva - Kolkonjoki, Rantasalmi.","Tie 15335 välillä Pakinmaa - Pahakkala.
Tarkempi paikka: Välillä Hampunjoki, Juva - Kolkonjoki, Rantasalmi.",,,2025-03-09T22:00:00.000Z,2026-04-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442860,roadwork,roadwork,"Tie 4, Ii. Tietyö. ",Nopeusrajoitus,"Tie 4 välillä Oulu - Kemi, Ii.
Tarkempi paikka: Paikasta Kuivaniemi 500 m, vaikutusalue 400 m, suuntaan Pohjoisranta.",,,2025-03-20T22:00:00.000Z,2026-12-17T21:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442493,roadwork,roadwork,"Tie 4561, Pieksämäki. Tietyö. ","Tie 4561 välillä Lahnalahti - Virtasalmi, Pieksämäki.
Tarkempi paikka: Paikasta Katajamäki 1,2 km, vaikutusalue 8,2 km, suuntaan Sipilänmäki.","Tie 4561 välillä Lahnalahti - Virtasalmi, Pieksämäki.
Tarkempi paikka: Paikasta Katajamäki 1,2 km, vaikutusalue 8,2 km, suuntaan Sipilänmäki.",,,2025-02-09T22:00:00.000Z,2026-07-31T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442191,roadwork,roadwork,"Tie 16163, eli Patamäki, Pielavesi. Tietyö. ","Tie 16163, eli Patamäki, Pielavesi.
Tarkempi paikka: Paikasta Löytty 500 m, vaikutusalue 600 m, suuntaan kunnanraja Kuopio-Pielavesi.","Tie 16163, eli Patamäki, Pielavesi.
Tarkempi paikka: Paikasta Löytty 500 m, vaikutusalue 600 m, suuntaan kunnanraja Kuopio-Pielavesi.",,,2025-02-02T22:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442190,roadwork,roadwork,"Tie 5641, Pielavesi. Tietyö. ","Tie 5641 välillä Pukara - Lammaspohja, Pielavesi.
Tarkempi paikka: Paikasta Löytynmäki, vaikutusalue 5,6 km, suuntaan Löytty.","Tie 5641 välillä Pukara - Lammaspohja, Pielavesi.
Tarkempi paikka: Paikasta Löytynmäki, vaikutusalue 5,6 km, suuntaan Löytty.",,,2025-02-02T22:00:00.000Z,2026-06-30T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442115,roadwork,roadwork,"Tie 13, Mikkeli. Tietyö. ",Nopeusrajoitus,"Tie 13 välillä Jyväskylä - Mikkeli, Mikkeli.
Tarkempi paikka: Paikasta Harjunmaa 6,8 km, vaikutusalue 4,3 km, suuntaan Tuskun liittymä.",,,2025-01-29T22:00:00.000Z,2026-05-29T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442114,roadwork,roadwork,"Tie 13, Mikkeli. Tietyö. ",Nopeusrajoitus,"Tie 13 välillä Jyväskylä - Mikkeli, Mikkeli.
Tarkempi paikka: Paikasta Harjunmaa 11,1 km, vaikutusalue 1,1 km, suuntaan Tuskun liittymä.",,,2025-01-29T22:00:00.000Z,2026-05-29T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
traffic-GUID50442113,roadwork,roadwork,"Tie 15211, eli Kovalan tie, Mikkeli. Tietyö. ",Nopeusrajoitus,"Tie 15211, eli Kovalan tie, Mikkeli.
Tarkempi paikka: Välillä Koivikon tienhaara - Kovalan tienhaara.",,,2025-01-29T22:00:00.000Z,2026-05-29T20:59:59.999Z,low,Fintraffic Tieliikennekeskus Tampere,25,65
